Color	PCH	ID	c1	Subclade	G_atrium_type	G_penis_types	G_epiphallus_type	G_penial_papilla_type	G_distal_vagina_type	G_proximal_vagina_type	S_neck	S_peristome_position	 S_lam_superior_vs_ spiralis 	S_lam_sub_ bending 	S_lunella_position 	S_plica_basalis	
#FFFFFD38	24	Montenegrina puskasi gulerulensis Mgu-249	Montenegrina puskasi gulerulensis HNHM 99461	B	3,0	6,0	1,0	3,0	3,0	2,0	2,0	2,0	1,0	1,0	1,0	1,0	
#FFFFFD38	24	Montenegrina puskasi gulerulensis Mgu-631-01	Montenegrina puskasi gulerulensis NHMW111208	B	2,0	5,0	1,0	3,0	3,0	2,0	2,0	2,0	1,0	1,0	1,0	1,0	
#FFFFFD38	24	Montenegrina puskasi gulerulensis Mgu-631	Montenegrina puskasi gulerulensis NHMW111208	B	2,0	5,0	1,0	3,0	3,0	2,0	2,0	2,0	1,0	1,0	1,0	1,0	
#FFFFFD38	25	Montenegrina puskasi puskasi Mpu-627-01	Montenegrina puskasi puskasi NHMW 111207	B	3,0	6,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFFD38	25	Montenegrina puskasi puskasi Mpu-627	Montenegrina puskasi puskasi NHMW 111207	B	3,0	6,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFFD38	25	Montenegrina puskasi puskasi Mpu-627	Montenegrina puskasi puskasi NHMW 111207	B	3,0	6,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFFD38	23	Montenegrina remota Mre-459-01	Montenegrina remota HNHM99021	B	3,0	1,0	1,0	3,0	3,0	2,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFFFD38	23	Montenegrina remota Mre-459	Montenegrina remota HNHM99021	B	3,0	1,0	1,0	3,0	3,0	2,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFFFD38	8	Montenegrina skipetarica Msk-205-01	Montenegrina skipetarica HNHM 94914	B	1,0	1,0	4,0	6,0	1,0	1,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFFD38	8	Montenegrina skipetarica Msk-205	Montenegrina skipetarica HNHM 94914	B	1,0	1,0	4,0	6,0	1,0	1,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	1	Montenegrina csikii Mck-275-02	Montenegrina csikii HNHM96845	C	2,0	1,0	1,0	3,0	3,0	2,0	1,0	3,0	3,0	1,0	1,0	1,0	
#FFFEBF3D	1	Montenegrina csikii Mck-275	Montenegrina csikii HNHM96845	C	2,0	1,0	1,0	3,0	3,0	2,0	1,0	3,0	3,0	1,0	1,0	1,0	
#FFFEBF3D	22	Montenegrina ersekensis Mek-477	Montenegrina ersekensis NHMW 110430/MN/0031	C	3,0	2,0	1,0	1,0	1,0	1,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	22	Montenegrina ersekensis Mek-477-02	Montenegrina ersekensis NHMW 110430/MN/0031	C	3,0	2,0	1,0	1,0	1,0	1,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	24	Montenegrina flava Mfl-428	Montenegrina flava HNHM99544	C	2,0	4,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	24	Montenegrina flava Mfl-428-01	Montenegrina flava HNHM99544	C	2,0	4,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	25	Montenegrina nobilis Mno-427	Montenegrina nobilis HNHM99536	C	2,0	2,0	1,0	2,0	5,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	25	Montenegrina nobilis Mno-427-01	Montenegrina nobilis HNHM99536	C	2,0	2,0	1,0	2,0	5,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	23	Montenegrina voidomatis konitsae Mkn-393	Montenegrina voidomatis konitsae HNHM99528	C	2,0	1,0	2,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	23	Montenegrina voidomatis konitsae Mkn-393-01	Montenegrina voidomatis konitsae HNHM99528	C	2,0	1,0	2,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFEBF3D	8	Montenegrina voidomatis thysi Mty-388-01	Montenegrina voidomatis thysi HNHM99632	C	2,0	1,0	3,0	3,0	3,0	3,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFEBF3D	8	Montenegrina voidomatis thysi Mty-388	Montenegrina voidomatis thysi HNHM99632	C	2,0	1,0	3,0	3,0	3,0	3,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFEBF3D	5	Montenegrina voidomatis voidomatis Mvo-389-01	Montenegrina voidomatis voidomatis HNHM99529	C	3,0	4,0	3,0	3,0	3,0	2,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFEBF3D	5	Montenegrina voidomatis voidomatis Mvo-389	Montenegrina voidomatis voidomatis HNHM99529	C	3,0	4,0	3,0	3,0	3,0	2,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFFCDA8	1	Montenegrina edmundi Mem-387-02	Montenegrina edmundi HNHM99697	D1	2,0	2,0	1,0	6,0	1,0	1,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	1	Montenegrina edmundi Mem-387	Montenegrina edmundi HNHM99697	D1	2,0	2,0	1,0	6,0	1,0	1,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	22	Montenegrina fuchsi Mfu-474-02	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	D1	3,0	2,0	1,0	4,0	2,0	2,0	1,0	1,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	22	Montenegrina fuchsi Mfu-474	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	D1	3,0	2,0	1,0	4,0	2,0	2,0	1,0	1,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	22	Montenegrina fuchsi Mfu-474	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	D1	3,0	2,0	1,0	4,0	2,0	2,0	1,0	1,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	24	Montenegrina golikutensis Mgo-473-01	Montenegrina golikutensis NHMW 111215	D1	1,0	1,0	1,0	6,0	1,0	1,0	2,0	3,0	2,0	1,0	1,0	2,0	
#FFFFCDA8	24	Montenegrina golikutensis Mgo-473	Montenegrina golikutensis NHMW 111215	D1	1,0	1,0	1,0	6,0	1,0	1,0	2,0	3,0	2,0	1,0	1,0	2,0	
#FFFFCDA8	25	Montenegrina gregoi Mgr-375-01	Montenegrina gregoi HNHM 99475	D1	1,0	1,0	1,0	6,0	1,0	1,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFFCDA8	25	Montenegrina gregoi Mgr-375	Montenegrina gregoi HNHM 99475	D1	1,0	1,0	1,0	6,0	1,0	1,0	2,0	3,0	2,0	1,0	1,0	1,0	
#FFFFCDA8	23	Montenegrina janinensis Mjn-384-01	Montenegrina janinensis crassilabris HNHM99561	D1	3,0	4,0	1,0	3,0	3,0	2,0	1,0	3,0	1,0	1,0	1,0	2,0	
#FFFFCDA8	23	Montenegrina janinensis Mjn-384	Montenegrina janinensis crassilabris HNHM99561	D1	3,0	4,0	1,0	3,0	3,0	2,0	1,0	3,0	1,0	1,0	1,0	2,0	
#FFFFCDA8	23	Montenegrina janinensis Mjn-383-01	Montenegrina janinensis HNHM99560	D1	3,0	3,0	1,0	1,0	3,0	2,0	1,0	3,0	1,0	1,0	1,0	2,0	
#FFFFCDA8	23	Montenegrina janinensis Mjn-383	Montenegrina janinensis HNHM99560	D1	3,0	3,0	1,0	1,0	3,0	2,0	1,0	3,0	1,0	1,0	1,0	2,0	
#FFFFCDA8	8	Montenegrina klemmi Mkl-472-01	Montenegrina klemmi NHMW 110430/MN/0037 	D1	3,0	2,0	1,0	1,0	1,0	1,0	1,0	2,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	8	Montenegrina klemmi Mkl-472	Montenegrina klemmi NHMW 110430/MN/0037 	D1	3,0	2,0	1,0	1,0	1,0	1,0	1,0	2,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	5	Montenegrina lambdaformis welterschultesi Mwe-350	Montenegrina lambdaformis welterschultesi NHMW110430MN0316	D1	2,0	5,0	1,0	3,0	1,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	5	Montenegrina lambdaformis welterschultesi Mwe-350-01	Montenegrina lambdaformis welterschultesi NHMW110430MN0316	D1	2,0	5,0	1,0	3,0	1,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	2	Montenegrina pallida Mpa-392-01	Montenegrina pallida NHNM9566	D1	2,0	4,0	1,0	2,0	3,0	1,0	1,0	2,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	2	Montenegrina pallida Mpa-392	Montenegrina pallida NHNM9566	D1	2,0	4,0	1,0	2,0	3,0	1,0	1,0	2,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	6	Montenegrina rugilabris irmengardis Mir-376	Montenegrina rugilabris irmengardis HNHM99552	D1	2,0	5,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	6	Montenegrina rugilabris irmengardis Mir-376-01	Montenegrina rugilabris irmengardis HNHM99552	D1	2,0	5,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFFCDA8	0	Montenegrina rugilabris rugilabris Mrl-381-01	Montenegrina rugilabris rugilabris HNHM99547	D1	3,0	3,0	1,0	2,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	2,0	
#FFFFCDA8	0	Montenegrina rugilabris rugilabris Mrl-381	Montenegrina rugilabris rugilabris HNHM99547	D1	3,0	3,0	1,0	2,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	2,0	
#FFB15200	1	Montenegrina dofleini dofleini Mdo-537-01	Montenegrina dofleini dofleini NHMW 110430/MN/0040 	D2	2,0	4,0	1,0	2,0	3,0	2,0	2,0	3,0	2,0	2,0	1,0	2,0	
#FFB15200	1	Montenegrina dofleini dofleini Mdo-537	Montenegrina dofleini dofleini NHMW 110430/MN/0040 	D2	2,0	4,0	1,0	2,0	3,0	2,0	2,0	3,0	2,0	2,0	1,0	2,0	
#FFB15200	22	Montenegrina dofleini fagorum Mfa-507-01	Montenegrina dofleini fagorum NHMW110430MN0052	D2	2,0	5,0	1,0	3,0	2,0	2,0	1,0	3,0	2,0	2,0	1,0	3,0	
#FFB15200	22	Montenegrina dofleini fagorum Mfa-507	Montenegrina dofleini fagorum NHMW110430MN0052	D2	2,0	5,0	1,0	3,0	2,0	2,0	1,0	3,0	2,0	2,0	1,0	3,0	
#FFB15200	22	Montenegrina dofleini fagorum Mfa-507	Montenegrina dofleini fagorum NHMW110430MN0052	D2	2,0	5,0	1,0	3,0	2,0	2,0	1,0	3,0	2,0	2,0	1,0	3,0	
#FFB15200	24	Montenegrina kastoriae kastoriae Mks-401-01	Montenegrina kastoriae kastoriae NHMW 110430/MN/0050	D2	3,0	2,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	2,0	1,0	3,0	
#FFB15200	24	Montenegrina kastoriae kastoriae Mks-401	Montenegrina kastoriae kastoriae NHMW 110430/MN/0050	D2	3,0	2,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	2,0	1,0	3,0	
#FFB15200	25	Montenegrina kastoriae robusta Mro-554	Montenegrina kastoriae robusta NHMW 110430/MN/0118	D2	3,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFB15200	25	Montenegrina kastoriae robusta Mro-554-01	Montenegrina kastoriae robusta NHMW 110430/MN/0118	D2	3	2	1	3	2	2	2	3	1	1	1	1	
#FFB15200	23	Montenegrina pinteri Mpi-508-03	Montenegrina pinteri NHMW 110430MN0052 HNHM 99560	D2	2,0	5,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	2,0	1,0	2,0	
#FFB15200	23	Montenegrina pinteri Mp1-508-02	Montenegrina pinteri NHMW 110430MN0052 HNHM 99560	D2	2,0	5,0	1,0	3,0	3,0	2,0	2,0	3,0	1,0	2,0	1,0	2,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mds-616-02	Montenegrina prespaensis NHMW110430MN0134	D2	3,0	2,0	1,0	3,0	3,0	2,0	2,0	3,0	3,0	1,0	1,0	1,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mds-616	Montenegrina prespaensis NHMW110430MN0134	D2	3,0	2,0	1,0	3,0	3,0	2,0	2,0	3,0	3,0	1,0	1,0	1,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mpr-110-01	Montenegrina prespaensis prespaensis HNHM12040	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mpr-110	Montenegrina prespaensis prespaensis HNHM12040	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis mpr-110	Montenegrina prespaensis prespaensis HNHM12040	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mpr-404-03	Montenegrina prespaensis prespaensis HNHM99573	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mpr-404	Montenegrina prespaensis prespaensis HNHM99573	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis Mpr-404	Montenegrina prespaensis prespaensis HNHM99573	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis NHMW110430/MN/0056	Montenegrina prespaensis prespaensis NHMW110430	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis NHMW110430/MN/0056	Montenegrina prespaensis prespaensis NHMW110430	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	8	Montenegrina prespaensis prespaensis NHMW110430/MN/0056	Montenegrina prespaensis prespaensis NHMW110430	D2	3,0	5,0	1,0	2,0	5,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	5	Montenegrina prespaensis sinosi Msi-553-04	Montenegrina prespaensis sinosi NHMW110430MN0058	D2	3,0	2,0	4,0	3,0	2,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	5	Montenegrina prespaensis sinosi Msi-553-05	Montenegrina prespaensis sinosi NHMW110430MN0058	D2	3,0	2,0	4,0	3,0	2,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	5	Montenegrina prespaensis sinosi Msi-553	Montenegrina prespaensis sinosi NHMW110430MN0058	D2	3,0	2,0	4,0	3,0	2,0	2,0	2,0	3,0	3,0	2,0	1,0	3,0	
#FFB15200	2	Montenegrina stankovici Mst-510-01	Montenegrina stankovici NHMW 110430/MN/0061	D2	3,0	4,0	4,0	3,0	2,0	2,0	2,0	3,0	2,0	3,0	1,0	3,0	
#FFB15200	2	Montenegrina stankovici Mst-510	Montenegrina stankovici NHMW 110430/MN/0061	D2	3,0	4,0	4,0	3,0	2,0	2,0	2,0	3,0	2,0	3,0	1,0	3,0	
#FFFF1111	1	Montenegrina atanasiensis Mds-408-01	Montenegrina atanasiensis n. sp. HNHM 99587 	E	2,0	1,0	1,0	4,0	3,0	3,0	2,0	3,0	3,0	1,0	1,0	1,0	
#FFFF1111	1	Montenegrina atanasiensis Mds-408-06	Montenegrina atanasiensis n.sp. HNHM 99587 	E	2,0	1,0	1,0	4,0	3,0	3,0	2,0	3,0	3,0	1,0	1,0	1,0	
#FFFF1111	22	Montenegrina dennisi dennisi Mdn-369-01	Montenegrina dennisi dennisi HNHM99591	E	2,0	7,0	1,0	1,0	1,0	1,0	2,0	2,0	2,0	1,0	1,0	3,0	
#FFFF1111	22	Montenegrina dennisi dennisi Mdn-369	Montenegrina dennisi dennisi HNHM99591	E	2,0	7,0	1,0	1,0	1,0	1,0	2,0	2,0	2,0	1,0	1,0	3,0	
#FFFF1111	24	Montenegrina dennisi maasseni Mma-367-02	Montenegrina dennisi maasseni HNHM99595	E	3,0	4,0	1,0	3,0	3,0	2,0	1,0	3,0	2,0	1,0	1,0	3,0	
#FFFF1111	24	Montenegrina dennisi maasseni Mma-367	Montenegrina dennisi maasseni HNHM99595	E	3,0	4,0	1,0	3,0	3,0	2,0	1,0	3,0	2,0	1,0	1,0	3,0	
#FFFF1111	24	Montenegrina dennisi maasseni Mma-367	Montenegrina dennisi maasseni HNHM99595	E	3,0	4,0	1,0	3,0	3,0	2,0	1,0	3,0	2,0	1,0	1,0	3,0	
#FFFF1111	25	Montenegrina desaretica Mds-618-01	Montenegrina desaretica NHMW 111251 	E	3,0	2,0	1,0	4,0	3,0	3,0	2,0	3,0	3,0	1,0	1,0	1,0	
#FFFF1111	25	Montenegrina desaretica Mds-618	Montenegrina desaretica NHMW 111251 	E	3,0	2,0	1,0	4,0	3,0	3,0	2,0	3,0	3,0	1,0	1,0	1,0	
#FFFF1111	23	Montenegrina fusca Mfc-409-01	Montenegrina fusca HNHM 99596	E	4,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFF1111	23	Montenegrina fusca Mfc-409	Montenegrina fusca HNHM 99596	E	4,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFF1111	8	Montenegrina hiltrudae densicostulata Mdc-398-01	Montenegrina hiltrudae densicostulata HNHM 99582	E	2,0	3,0	1,0	3,0	1,0	2,0	2,0	2,0	2,0	2,0	1,0	3,0	
#FFFF1111	8	Montenegrina hiltrudae densicostulata Mdc-398	Montenegrina hiltrudae densicostulata HNHM 99582	E	2,0	3,0	1,0	3,0	1,0	2,0	2,0	2,0	2,0	2,0	1,0	3,0	
#FFFF1111	5	Montenegrina hiltrudae protruda Mpo-370	Montenegrina hiltrudae protruda HNHM99593	E	3,0	5,0	1,0	1,0	3,0	2,0	2,0	2,0	2,0	1,0	1,0	2,0	
#FFFF1111	5	Montenegrina hiltrudae protruda Mpo-370-03	Montenegrina hiltrudae protruda HNHM99593	E	3,0	5,0	1,0	1,0	3,0	2,0	2,0	2,0	2,0	1,0	1,0	2,0	
#FFFF1111	5	Montenegrina hiltrudae protruda Mpo-370	Montenegrina hiltrudae protruda HNHM99593	E	3,0	5,0	1,0	1,0	3,0	2,0	2,0	2,0	2,0	1,0	1,0	2,0	
#FFFF1111	2	Montenegrina sattmanni costulata Mcu-407-01	Montenegrina satmanni costulata HNHM99590	E	3,0	4,0	1,0	2,0	3,0	2,0	2,0	2,0	1,0	1,0	1,0	2,0	
#FFFF1111	2	Montenegrina sattmanni costulata Mcu-407	Montenegrina satmanni costulata HNHM99590	E	3,0	4,0	1,0	2,0	3,0	2,0	2,0	2,0	1,0	1,0	1,0	2,0	
#FFFF1111	6	Montenegrina sattmanni sattmanni Msa-402-01	Montenegrina sattmanni sattmanni HNHM 99585 	E	3,0	2,0	1,0	2,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	2,0	
#FFFF1111	6	Montenegrina sattmanni sattmanni Msa-402	Montenegrina sattmanni sattmanni HNHM 99585 	E	3,0	2,0	1,0	2,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	2,0	
#FFFF1111	0	Montenegrina selcensis Mse-479-01	Montenegrina selcensis NHMW 111218	E	2,0	4,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	2,0	
#FFFF1111	0	Montenegrina selcensis Mse-479	Montenegrina selcensis NHMW 111218	E	2,0	4,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	1,0	2,0	
#FFFF1111	3	Montenegrina zilchi Mzi-371-02	Montenegrina zilchi HNHM 99598	E	1,0	5,0	1,0	6,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FFFF1111	3	Montenegrina zilchi Mzi-371	Montenegrina zilchi HNHM 99598	E	1,0	5,0	1,0	6,0	3,0	2,0	2,0	3,0	1,0	1,0	1,0	1,0	
#FF0FDD0E	1	Montenegrina cattaroensis Mct-568-02	Montenegrina cattaroensis HNHM 41150	F	1,0	2,0	1,0	3,0	1,0	1,0	2,0	3,0	1,0	2,0	1,0	2,0	
#FF0FDD0E	1	Montenegrina cattaroensis Mct-568-03	Montenegrina cattaroensis HNHM 41150	F	1,0	2,0	1,0	3,0	1,0	1,0	2,0	3,0	1,0	2,0	1,0	2,0	
#FF0FDD0E	1	Montenegrina cattaroensis Mct-286	Montenegrina cattaroensis HNHM 99599	F	2,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	2,0	1,0	2,0	
#FF0FDD0E	1	Montenegrina cattaroensis Mct-286	Montenegrina cattaroensis HNHM 99599	F	2,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	1,0	2,0	1,0	2,0	
#FF0FDD0E	22	Montenegrina haringae Mha-602-01	Montenegrina haringae NHMW 111220	F	3,0	2,0	2,0	2,0	3,0	2,0	1,0	3,0	2,0	1,0	1,0	3,0	
#FF0FDD0E	22	Montenegrina haringae Mha-602	Montenegrina haringae NHMW 111220	F	3,0	2,0	2,0	2,0	3,0	2,0	1,0	3,0	2,0	1,0	1,0	3,0	
#FF0FDD0E	24	Montenegrina subcristata Cetjnije WDM-7273 	Montenegrina subcristata Cetjnije WDM 7273 	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Cetjnije WDM-7273 	Montenegrina subcristata Cetjnije WDM 7273 	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-610-01 	Montenegrina subcristata NHMW 11043 MN 0150 	F	3,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-610	Montenegrina subcristata NHMW 11043 MN 0150 	F	3,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-640-01	Montenegrina subcristata NHMW 110430 MM 0158	F	2,0	4,0	2,0	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-640	Montenegrina subcristata NHMW 110430 MM 0158	F	2,0	4,0	2,0	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-580-01	Montenegrina subcristata NHMW 110430 MN 0121 	F	2,0	4,0	2,0	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-580	Montenegrina subcristata NHMW 110430 MN 0121 	F	2,0	4,0	2,0	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-581-01	Montenegrina subcristata NHMW 110430 MN 0122 	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-581	Montenegrina subcristata NHMW 110430 MN 0122 	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-609-01	Montenegrina subcristata NHMW 110430 MN 0149 	F	2,0	4,0	2,0	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Msr-609	Montenegrina subcristata NHMW 110430 MN 0149 	F	2,0	4,0	2,0	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Mwo-603	Montenegrina subcristata NHMW 110430/MN/0143	F	3,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata Mwo-603-01	Montenegrina subcristata NHMW 110430/MN/0143	F	3,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7231	Montenegrina subcristata Podgorica WDM 7231	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7231	Montenegrina subcristata Podgorica WDM 7231	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7235	Montenegrina subcristata Rijeka Crnojevica WDM 7235	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7235	Montenegrina subcristata Rijeka Crnojevica WDM 7235	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7269 	Montenegrina subcristata Virpazar walls WDM 7269 	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7269 	Montenegrina subcristata Virpazar walls WDM 7269 	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7242	Montenegrina subcristata Virpazar WDM 7242	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	24	Montenegrina subcristata WDM 7242	Montenegrina subcristata Virpazar WDM 7242	F	2,0	4,0	2,0	3,0	3,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	
#FF0FDD0E	25	Montenegrina umbilicata antivaricostata Mco-637-01	Montenegrina umbilicata antivaricostata NHMW 110430/MN/0155	F	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	2,0	1,0	2,0	
#FF0FDD0E	25	Montenegrina umbilicata antivaricostata Mco-637	Montenegrina umbilicata antivaricostata NHMW 110430/MN/0155	F	3,0	2,0	2,0	2,0	3,0	2,0	2,0	3,0	2,0	2,0	1,0	2,0	
