Color	Shape	ID	c1	Subclade	SH	W	SMW	BWH	AH	AW	OA	LA	PC	PCRL	P	PRL	E	ERL	V	VRL	FO	FORL	DBC	DBCRL	D	DRL	BC	BCRL	atrium_type_simplified	penis_types_simplified	epiphallus_type_simplified	penial_papilla_type_simplified	distal_vagina_type_simplified	proximal_vagina_type_simplified	1 neck_inflection	4 peristome_position	 5 lam_superior_vs_ spiralis 	7 lam_sub_ bending 	8 lunella_position 	9 plica_basalis	
#FFB15200	Fill diamond	Montenegrina pinteri NHMW 110430MN0052 HNHM 99560	Montenegrina pinteri NHMW 110430MN0052 HNHM 99560	D2	22.2	11	4.3	7	4.4	3.7	63.8	65	3.3	20.1	1.7	10.4	1.9	11.6	1.7	10.4	0.7	4.3	0.2	1.2	1.8	11.0	1.6	9.8	2.0	5.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	1.0	2.0	
#FFB15200	Star	Montenegrina prespaensis NHMW110430MN0134	Montenegrina prespaensis NHMW110430MN0134	D2	16.3	9.7	3.6	6.1	3.8	3.4	73.2	62.7	4.3	22.6	1.8	9.5	2.5	13.2	2.3	12.1	1.6	8.4	0.6	3.2	2.0	10.5	2.2	11.6	3.0	2.0	1.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFB15200	Star	Montenegrina prespaensis NHMW110430MN0134	Montenegrina prespaensis NHMW110430MN0134	D2	16.4	9.7	3.9	6.4	4.1	3.5	73.6	63.2	4.2	22.3	1.7	9.0	2.4	12.8	2.4	12.8	1.5	8.0	0.5	2.7	1.9	10.1	2.1	11.2	3.0	2.0	1.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis HNHM12040	Montenegrina prespaensis prespaensis HNHM12040	D2	16.2	10.4	3.8	5.8	3.9	3	70.9	74.3	4.6	28.4	1.7	10.5	2.9	17.9	4.2	25.9	1.0	6.2	0.7	4.3	1.5	9.3	2.2	13.6	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis HNHM12040	Montenegrina prespaensis prespaensis HNHM12040	D2	16.3	10.3	3.8	5.9	3.8	3	69	74	4.6	28.2	1.6	9.8	3.0	18.4	3.9	23.9	0.9	5.5	0.9	5.5	1.6	9.8	2.3	14.1	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis HNHM12040	Montenegrina prespaensis prespaensis HNHM12040	D2	16.2	10.1	3.8	5.9	3.6	3	68.7	74.2	4.7	29.0	1.6	9.9	2.9	17.9	3.8	23.5	0.8	4.9	1.0	6.2	1.4	8.6	2.1	13.0	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis HNHM99573	Montenegrina prespaensis prespaensis HNHM99573	D2	16.3	10.3	3.9	5.8	3.8	3.1	69.2	74	4.6	28.2	1.6	9.8	3.0	18.4	4.0	24.5	0.9	5.5	0.9	5.5	1.6	9.8	2.3	14.1	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis HNHM99573	Montenegrina prespaensis prespaensis HNHM99573	D2	16.3	10.4	3.8	5.7	3.6	3	68.7	73.8	4.5	27.6	1.5	9.2	3.0	18.4	4.0	24.5	0.8	4.9	0.7	4.3	1.6	9.8	2.2	13.5	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis HNHM99573	Montenegrina prespaensis prespaensis HNHM99573	D2	16.1	10	3.7	5.6	3.8	3.1	69.3	73.7	4.4	27.3	1.6	9.9	3.1	19.3	4.1	25.5	0.9	5.6	0.8	5.0	1.5	9.3	2.2	13.7	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis NHMW110430	Montenegrina prespaensis prespaensis NHMW110430	D2	16	10	3.6	5.6	3.6	3	69	74.4	4.6	28.8	1.5	9.4	2.9	18.1	4.0	25.0	0.7	4.4	1.1	6.9	1.7	10.6	2.4	15.0	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis NHMW110430	Montenegrina prespaensis prespaensis NHMW110430	D2	16.6	10.4	3.9	5.8	3.9	3.3	68.9	74.2	4.7	28.3	1.7	10.2	3.0	18.1	3.9	23.5	0.9	5.4	0.9	5.4	1.7	10.2	2.4	14.5	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Star	Montenegrina prespaensis prespaensis NHMW110430	Montenegrina prespaensis prespaensis NHMW110430	D2	16.4	10.1	3.8	5.9	3.8	3.2	69	74.3	4.3	26.2	1.7	10.4	2.9	17.7	3.9	23.8	0.7	4.3	1.0	6.1	1.6	9.8	2.2	13.4	3.0	5.0	1.0	2.0	5.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Diamond	Montenegrina prespaensis sinosi NHMW110430MN0058	Montenegrina prespaensis sinosi NHMW110430MN0058	D2	15.3	10.2	3.7	5.6	3.7	3.1	72.6	74.8	2.9	19.0	1.1	7.2	1.8	11.8	1.2	7.8	0.5	3.3	0.6	3.9	1.7	11.1	1.5	9.8	3.0	2.0	4.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Diamond	Montenegrina prespaensis sinosi NHMW110430MN0058	Montenegrina prespaensis sinosi NHMW110430MN0058	D2	15.1	10.3	3.6	5.4	3.4	2.9	71.9	74.9	2.9	19.2	1.0	6.6	1.7	11.3	1.1	7.3	0.5	3.3	0.7	4.6	1.6	10.6	1.5	9.9	3.0	2.0	4.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Diamond	Montenegrina prespaensis sinosi NHMW110430MN0058	Montenegrina prespaensis sinosi NHMW110430MN0058	D2	15.3	10.3	3.6	5.3	3.4	2.8	72.1	74.3	2.8	18.3	1.1	7.2	1.8	11.8	1.2	7.8	0.4	2.6	0.6	3.9	1.6	10.5	1.5	9.8	3.0	2.0	4.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	
#FFB15200	Triangle	Montenegrina stankovici NHMW 110430/MN/0061	Montenegrina stankovici NHMW 110430/MN/0061	D2	15.4	8.8	3.9	4.5	3.7	3.1	71.6	81.9	5.5	35.7	2.8	18.2	2.7	17.5	5.6	36.4	1.4	9.1	0.3	1.9	1.9	12.3	2.2	14.3	3.0	4.0	4.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	1.0	3.0	
#FFB15200	Triangle	Montenegrina stankovici NHMW 110430/MN/0061	Montenegrina stankovici NHMW 110430/MN/0061	D2	15.4	8.6	3.8	4.6	3.7	3.3	71.1	81.7	5.6	36.4	2.8	18.2	2.7	17.5	5.7	37.0	1.5	9.7	0.4	2.6	2.0	13.0	2.3	14.9	3.0	4.0	4.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	1.0	3.0	
#FFFF1111	Dot	Montenegrina atanasiensis n. sp. HNHM 99587 	Montenegrina atanasiensis n. sp. HNHM 99587 	E	17.2	9.9	4.1	5.8	4.0	3.4	74.5	86.2	4.1	23.8	1.6	9.3	2.5	14.5	2.1	12.2	0.9	5.2	0.6	3.5	2.2	12.8	2.3	13.4	2.0	1.0	1.0	4.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFFF1111	Dot	Montenegrina atanasiensis n.sp. HNHM 99587 	Montenegrina atanasiensis n.sp. HNHM 99587 	E	17.2	10.0	4.7	6.8	4.7	4.0	74.3	85.0	4.0	23.3	1.5	8.7	2.5	14.5	2.1	12.2	1.0	5.8	0.5	2.9	2.1	12.2	2.4	14.0	2.0	1.0	1.0	4.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFFF1111	Fill square	Montenegrina dennisi dennisi HNHM99591	Montenegrina dennisi dennisi HNHM99591	E	15.1	8.5	3.9	6.3	4.0	3.3	72.3	63.4	4.6	30.5	1.8	11.9	2.8	18.5	1.9	12.6	1.0	6.6	1.0	6.6	1.8	11.9	2.2	14.6	2.0	7.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	3.0	
#FFFF1111	Fill square	Montenegrina dennisi dennisi HNHM99591	Montenegrina dennisi dennisi HNHM99591	E	15.6	8.6	3.9	6.5	4.3	3.5	72.1	63.8	4.6	31.1	1.7	11.5	2.9	19.6	2.0	13.5	1.0	6.8	1.2	8.1	1.8	12.2	2.1	14.2	2.0	7.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	3.0	
#FFFF1111	Fill triang	Montenegrina dennisi maasseni HNHM99595	Montenegrina dennisi maasseni HNHM99595	E	14.3	8.8	3.4	5.0	3.7	2.8	68.0	60.0	3.5	24.5	1.8	12.6	1.7	11.9	1.8	12.6	1.0	7.0	0.6	4.2	1.6	11.2	2.0	14.0	3.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	
#FFFF1111	Fill triang	Montenegrina dennisi maasseni HNHM99595	Montenegrina dennisi maasseni HNHM99595	E	14.4	8.9	3.3	4.9	3.9	2.9	67.8	59.8	3.6	25.4	1.9	13.4	1.8	12.7	2.0	14.1	0.9	6.3	0.5	3.5	1.6	11.3	1.9	13.4	3.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	
#FFFF1111	Fill triang	Montenegrina dennisi maasseni HNHM99595	Montenegrina dennisi maasseni HNHM99595	E	14	8.4	3.1	5.1	3.8	2.7	68.1	60.3	3.5	24.5	2.0	14.0	1.7	11.9	2.1	14.7	1.1	7.7	0.4	2.8	1.5	10.5	1.8	12.6	3.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	
#FFFF1111	Fill inv. tri	Montenegrina desaretica NHMW 111251 	Montenegrina desaretica NHMW 111251 	E	17.3	9.8	4.7	6.8	4.3	3.7	64.7	61.3	5.2	30.1	2.2	12.7	3.0	17.3	2.8	16.2	1.3	7.5	0.9	5.2	2.4	13.9	2.9	16.8	3.0	2.0	1.0	4.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFFF1111	Fill inv. tri	Montenegrina desaretica NHMW 111251 	Montenegrina desaretica NHMW 111251 	E	16.9	9.5	4.5	6.3	4.1	3.8	64.9	61.8	5.2	30.2	2.1	12.2	3.1	18.0	2.6	15.1	1.3	7.6	1.0	5.8	2.5	14.5	2.9	16.9	3.0	2.0	1.0	4.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFFF1111	Fill diamond	Montenegrina fusca HNHM 99596	Montenegrina fusca HNHM 99596	E	20.1	10.1	5.1	7.5	4.9	4.4	74.3	55.3	7.3	36.3	1.9	9.5	5.4	26.9	3.9	19.4	1.1	5.5	0.2	1.0	3.4	16.9	3.1	15.4	4.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFF1111	Fill diamond	Montenegrina fusca HNHM 99596	Montenegrina fusca HNHM 99596	E	20.8	10	5.2	7.8	5	4.5	73.9	55	7.2	35.3	1.8	8.8	5.5	27.0	4.0	19.6	1.0	4.9	0.2	1.0	3.3	16.2	3.0	14.7	4.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFF1111	Star	Montenegrina hiltrudae densicostulata HNHM 99582	Montenegrina hiltrudae densicostulata HNHM 99582	E	18.6	9.7	4.9	7.3	4.9	4.2	72.0	61.0	4.0	21.5	2.1	11.3	1.9	10.2	3.9	21.0	1.9	10.2	0.8	4.3	2.6	14.0	2.5	13.4	2.0	3.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	
#FFFF1111	Star	Montenegrina hiltrudae densicostulata HNHM 99582	Montenegrina hiltrudae densicostulata HNHM 99582	E	18.1	9.5	4.7	7.3	4.7	4	72.5	61.8	4.0	20.9	2.0	10.5	1.8	9.4	4.1	21.5	2.1	11.0	0.7	3.7	2.5	13.1	2.5	13.1	2.0	3.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	
#FFFF1111	Diamond	Montenegrina hiltrudae protruda HNHM99593	Montenegrina hiltrudae protruda HNHM99593	E	19.9	9.2	5.6	7.8	5.1	4.6	63.6	66.4	4.0	20.7	1.6	8.3	2.4	12.4	2.0	10.4	1.4	7.3	0.3	1.6	2.1	10.9	2.4	12.4	3.0	5.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	
#FFFF1111	Diamond	Montenegrina hiltrudae protruda HNHM99593	Montenegrina hiltrudae protruda HNHM99593	E	19.5	9.1	5.8	8	5.3	4.7	63.1	66.9	4.1	21.7	1.6	8.5	2.3	12.2	2.1	11.1	1.5	7.9	0.4	2.1	2.0	10.6	2.3	12.2	3.0	5.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	
#FFFF1111	Diamond	Montenegrina hiltrudae protruda HNHM99593	Montenegrina hiltrudae protruda HNHM99593	E	19.8	9.3	5.7	8.1	5.5	4.9	62.8	70	4.0	20.8	1.5	7.8	2.4	12.5	2.3	12.0	1.6	8.3	0.3	1.6	2.1	10.9	2.4	12.5	3.0	5.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	
#FFFF1111	Triangle	Montenegrina satmanni costulata HNHM99590	Montenegrina satmanni costulata HNHM99590	E	15.8	9.4	4.3	4.0	3.4	3.3	74.5	61.8	3.6	22.8	1.6	10.1	2.0	12.7	1.5	9.5	0.8	5.1	1.0	6.3	2.0	12.7	2.0	12.7	3.0	4.0	1.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	
#FFFF1111	Triangle	Montenegrina satmanni costulata HNHM99590	Montenegrina satmanni costulata HNHM99590	E	15.3	9.2	4	3.8	3.3	3.1	74.9	62.3	3.5	22.6	1.6	10.3	2.0	12.9	1.7	11.0	0.7	4.5	0.9	5.8	1.9	12.3	1.9	12.3	3.0	4.0	1.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	
#FFFF1111	Inv. triang	Montenegrina sattmanni sattmanni HNHM 99585 	Montenegrina sattmanni sattmanni HNHM 99585 	E	20.3	11.1	3.8	4.6	4.0	3.1	61.9	62.0	4.7	23.2	2.1	10.3	2.6	12.8	2.8	13.8	2.1	10.3	0.9	4.4	2.2	10.8	2.4	11.8	3.0	2.0	1.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	
#FFFF1111	Inv. triang	Montenegrina sattmanni sattmanni HNHM 99585 	Montenegrina sattmanni sattmanni HNHM 99585 	E	21	11.4	3.9	4.8	4.3	3.5	62.5	62.4	4.7	23.2	2.0	9.9	2.6	12.8	3.2	15.8	2.0	9.9	0.9	4.4	2.1	10.3	2.1	10.3	3.0	2.0	1.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	
#FFFF1111	O	Montenegrina selcensis NHMW 111218	Montenegrina selcensis NHMW 111218	E	18.9	9.8	3.9	5.0	4.0	3.3	57.3	58.7	6.2	32.3	2.2	11.5	4.0	20.8	5.3	27.6	1.7	8.9	1.0	5.2	3.3	17.2	2.5	13.0	2.0	4.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	
#FFFF1111	O	Montenegrina selcensis NHMW 111218	Montenegrina selcensis NHMW 111218	E	19.3	9.8	4	5.3	4.2	3.4	57.1	58.4	6.1	32.3	2.2	11.6	4.1	21.7	5.4	28.6	1.8	9.5	0.9	4.8	3.4	18.0	2.5	13.2	2.0	4.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	
#FFFF1111	Oval	Montenegrina zilchi HNHM 99598	Montenegrina zilchi HNHM 99598	E	19.2	9.8	6.3	6.7	4.1	3.8	69.1	57.5	6.0	31.3	2.5	13.0	3.5	18.2	2.4	12.5	0.8	4.2	0.6	3.1	1.5	7.8	2.2	11.5	1.0	5.0	1.0	6.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFF1111	Oval	Montenegrina zilchi HNHM 99598	Montenegrina zilchi HNHM 99598	E	18.7	9.5	6	6.4	3.8	3.2	70.3	56.9	6.0	31.3	2.5	13.0	3.5	18.2	2.4	12.5	0.8	4.2	0.6	3.1	1.5	7.8	2.2	11.5	1.0	5.0	1.0	6.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FF0FDD0E	Dot	Montenegrina cattaroensis HNHM 41150	Montenegrina cattaroensis HNHM 41150	F	20.8	10.2	4.4	7.6	4.9	3.6	61.9	61.9	6.2	29.8	3.3	15.9	2.9	13.9	4.4	21.2	1.2	5.8	0.3	1.4	2.3	11.1	2.0	9.6	1.0	2.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	2.0	1.0	2.0	
#FF0FDD0E	Dot	Montenegrina cattaroensis HNHM 41150	Montenegrina cattaroensis HNHM 41150	F	20.9	10.3	4.4	7.6	4.9	3.6	61.8	61.7	6.3	30.1	3.2	15.3	2.9	13.9	4.5	21.5	1.1	5.3	0.4	1.9	2.2	10.5	1.9	9.1	1.0	2.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	2.0	1.0	2.0	
#FF0FDD0E	Dot	Montenegrina cattaroensis HNHM 99599	Montenegrina cattaroensis HNHM 99599	F	21.3	10.4	4.5	7.8	5.1	3.8	60.8	61.2	5.7	25.6	3.2	14.3	2.5	11.2	2.9	13.0	0.9	4.0	0.4	1.8	2.9	13.0	3.3	14.8	2.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	2.0	1.0	2.0	
#FF0FDD0E	Dot	Montenegrina cattaroensis HNHM 99599	Montenegrina cattaroensis HNHM 99599	F	21	10	4.5	7.9	5	3.5	61.1	61.7	5.6	25.0	3.2	14.3	2.2	9.8	3.1	13.8	0.9	4.0	0.3	1.3	3.0	13.4	3.2	14.3	2.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	2.0	1.0	2.0	
#FF0FDD0E	Fill square	Montenegrina haringae NHMW 111220	Montenegrina haringae NHMW 111220	F	14.3	9.8	3.5	5.3	3.3	2.7	72.0	53.2	8.9	61.0	4.3	29.5	4.6	31.5	5.2	35.6	4.0	27.4	2.6	17.8	2.0	13.7	1.9	13.0	3.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	
#FF0FDD0E	Fill square	Montenegrina haringae NHMW 111220	Montenegrina haringae NHMW 111220	F	14	8.9	3.2	5.1	3	2.5	71.8	52.1	9.0	62.9	4.2	29.4	4.5	31.5	5.0	35.0	4.0	28.0	2.4	16.8	2.1	14.7	2.0	14.0	3.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Cetjnije WDM 7273 	Montenegrina subcristata Cetjnije WDM 7273 	F	20.0	11.3	5.0	6.8	4.9	4.0	60.5	64.2	8.1	38.0	3.4	16.0	4.7	22.1	5.3	24.9	2.1	9.9	1.7	8.0	5.2	24.4	4.4	20.7	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Cetjnije WDM 7273 	Montenegrina subcristata Cetjnije WDM 7273 	F	21.4	11.4	5.1	6.9	5.2	4.2	60.1	65.2	8.1	38.0	3.4	16.0	4.7	22.1	5.3	24.9	2.1	9.9	1.7	8.0	5.2	24.4	4.4	20.7	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 11043 MN 0150 	Montenegrina subcristata NHMW 11043 MN 0150 	F	22.4	10.3	5.4	7.5	5.1	4.7	65.9	67.3	4.8	24.0	1.8	9.0	3.0	15.0	1.5	7.5	1.5	7.5	0.6	3.0	4.0	20.0	3.1	15.5	3.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 11043 MN 0150 	Montenegrina subcristata NHMW 11043 MN 0150 	F	20.4	10.5	5	7	4.8	4.5	65	66.8	4.8	24.0	1.8	9.0	3.0	15.0	1.5	7.5	1.5	7.5	0.6	3.0	4.0	20.0	3.1	15.5	3.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MM 0158	Montenegrina subcristata NHMW 110430 MM 0158	F	20.9	11.0	6.4	7.0	5.2	4.7	67.2	70.1	7.8	36.4	4.7	22.0	3.1	14.5	3.1	14.5	1.9	8.9	0.2	0.9	3.1	14.5	2.5	11.7	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MM 0158	Montenegrina subcristata NHMW 110430 MM 0158	F	20.3	10.5	6.2	6.1	5.2	4.6	67.9	70.8	7.8	36.4	4.7	22.0	3.1	14.5	3.1	14.5	1.9	8.9	0.2	0.9	3.1	14.5	2.5	11.7	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MN 0121 	Montenegrina subcristata NHMW 110430 MN 0121 	F	21.1	11.2	6	6.9	5.6	4.9	66.8	67.4	7.8	34.8	2.5	11.2	5.3	23.7	3.8	17.0	0.3	1.3	1.6	7.1	3.5	15.6	3.5	15.6	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MN 0121 	Montenegrina subcristata NHMW 110430 MN 0121 	F	17.9	10.0	5.8	5.9	4.8	4.0	65.4	75.9	7.8	34.8	2.5	11.2	5.3	23.7	3.8	17.0	0.3	1.3	1.6	7.1	3.5	15.6	3.5	15.6	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MN 0122 	Montenegrina subcristata NHMW 110430 MN 0122 	F	19.7	10	6.1	5.9	5	4	62.3	68.6	4.6	23.1	1.8	9.0	2.8	14.1	2.9	14.6	1.1	5.5	0.6	3.0	2.3	11.6	2.0	10.1	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MN 0122 	Montenegrina subcristata NHMW 110430 MN 0122 	F	18.9	10.2	6.3	6.1	4.7	4	63.8	71.3	4.6	23.1	1.8	9.0	2.8	14.1	2.9	14.6	1.1	5.5	0.6	3.0	2.3	11.6	2.0	10.1	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MN 0149 	Montenegrina subcristata NHMW 110430 MN 0149 	F	19.6	10.1	5.9	7.3	5.3	4.5	64.2	69.2	7.9	37.8	2.9	13.9	5.0	23.9	3.6	17.2	0.3	1.4	0.8	3.8	4.1	19.6	4.3	20.6	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430 MN 0149 	Montenegrina subcristata NHMW 110430 MN 0149 	F	19.9	10.6	5.1	6.9	5.0	4.5	66.3	67.9	7.9	37.8	2.9	13.9	5.0	23.9	3.6	17.2	0.3	1.4	0.8	3.8	4.1	19.6	4.3	20.6	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430/MN/0143	Montenegrina subcristata NHMW 110430/MN/0143	F	20.6	10.2	5.3	7.3	4.9	4.1	64.3	71.2	3.2	18.9	1.4	8.3	1.8	10.7	1.6	9.5	1.0	5.9	0.5	3.0	1.7	10.1	2.1	12.4	3.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata NHMW 110430/MN/0143	Montenegrina subcristata NHMW 110430/MN/0143	F	21.1	11.4	5	6.5	5.2	4.1	60.8	65.7	3.2	18.9	1.4	8.3	1.8	10.7	1.6	9.5	1.0	5.9	0.5	3.0	1.7	10.1	2.1	12.4	3.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Podgorica WDM 7231	Montenegrina subcristata Podgorica WDM 7231	F	20.9	11.7	6.4	7.8	5.6	4.7	67.2	70.1	8.3	37.1	4.9	21.9	3.4	15.2	4.6	20.5	1.3	5.8	2.1	9.4	3.7	16.5	4.5	20.1	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Podgorica WDM 7231	Montenegrina subcristata Podgorica WDM 7231	F	17.9	9.6	5.1	5.5	4.2	4.1	66.2	75.9	8.3	37.1	4.9	21.9	3.4	15.2	4.6	20.5	1.3	5.8	2.1	9.4	3.7	16.5	4.5	20.1	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Rijeka Crnojevica WDM 7235	Montenegrina subcristata Rijeka Crnojevica WDM 7235	F	21.4	9.8	4.8	6.9	4.6	5.0	65.4	64.1	8.0	34.8	4.4	19.1	3.6	15.7	4.7	20.4	1.0	4.3	1.7	7.4	3.2	13.9	3.0	13.0	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Rijeka Crnojevica WDM 7235	Montenegrina subcristata Rijeka Crnojevica WDM 7235	F	22.3	10.5	6.5	7.6	5.9	5.2	62.3	67.1	8.0	34.8	4.4	19.1	3.6	15.7	4.7	20.4	1.0	4.3	1.7	7.4	3.2	13.9	3.0	13.0	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Virpazar walls WDM 7269 	Montenegrina subcristata Virpazar walls WDM 7269 	F	22	10.4	6.3	7.2	5.2	5.1	62.5	68.2	4.9	22.9	2.1	9.8	2.8	13.1	5.8	27.1	0.8	3.7	0.8	3.7	2.6	12.1	3.2	15.0	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
#FF0FDD0E	Fill triang	Montenegrina subcristata Virpazar walls WDM 7269 	Montenegrina subcristata Virpazar walls WDM 7269 	F	20.7	10.2	4.9	7.5	4.8	5.3	68.2	71.2	4.9	22.9	2.1	9.8	2.8	13.1	5.8	27.1	0.8	3.7	0.8	3.7	2.6	12.1	3.2	15.0	2.0	4.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
